5,10,10,0.499658548123732
5,100,10,0.499113941918845
5,1000,10,0.19291267988219
5,10000,10,0.141382059851364
5,100000,10,0.17381521921592
5,1000000,10,0.168321468357521
5,10,100,0.466188634039891
5,100,100,0.463676387553602
5,1000,100,0.355893955348014
5,10000,100,0.186463245280715
5,100000,100,0.155372049016466
5,1000000,100,0.167590875795449
5,10,1000,0.188391780738299
5,100,1000,0.124837858047582
5,1000,1000,0.127950983534008
5,10000,1000,0.266960048222924
5,100000,1000,0.161647896351234
5,1000000,1000,0.234840681225106
5,10,10000,0.187035510995132
5,100,10000,0.204233049489539
5,1000,10000,0.212858047581987
5,10000,10000,0.228231965999786
5,100000,10000,0.151345205939355
5,1000000,10000,0.161398960765463
5,10,100000,0.181270887698576
5,100,100000,0.25093470066688
5,1000,100000,0.173661661249218
5,10000,100000,0.159812830960338
5,100000,100000,0.216772345068596
5,1000000,100000,0.235497833020495
5,10,1000000,0.152220772482412
5,100,1000000,0.170194684796044
5,1000,1000000,0.180290405774543
5,10000,1000000,0.203979345022814
5,100000,1000000,0.144947275252178
5,1000000,1000000,0.241004936745563
20,10,10,0.257660730363656
20,100,10,0.372429573166079
20,1000,10,0.183846083413451
20,10000,10,0.161307398251156
20,100000,10,0.159950174731798
20,1000000,10,0.169379206153001
20,10,100,0.187675494819088
20,100,100,0.153925170535183
20,1000,100,0.181409185246227
20,10000,100,0.152705290787285
20,100000,100,0.146813815257367
20,1000000,100,0.15658620610722
20,10,1000,0.158497573593371
20,100,1000,0.190129560957744
20,1000,1000,0.155367280135513
20,10000,1000,0.15886763875536
20,100000,1000,0.139149269788948
20,1000000,1000,0.159090822383983
20,10,10000,0.160066535427063
20,100,10000,0.161870126203666
20,1000,10000,0.161788101451266
20,10000,10000,0.163603137542157
20,100000,10000,0.159942544522273
20,1000000,10000,0.151154450701216
20,10,100000,0.168523668909948
20,100,100000,0.162263081994232
20,1000,100000,0.15426471485907
20,10000,100000,0.157907186131331
20,100000,100000,0.170031589067436
20,1000000,100000,0.156824650154893
20,10,1000000,0.188953554914618
20,100,1000000,0.168904225610035
20,1000,1000000,0.161996978437028
20,10000,1000000,0.156746440507256
20,100000,1000000,0.16302991805155
20,1000000,1000000,0.153527445863663
35,10,10,0.500422522852478
35,100,10,0.242104640693433
35,1000,10,0.184623411008866
35,10000,10,0.158925819102993
35,100000,10,0.161534396984541
35,1000000,10,0.165987578018892
35,10,100,0.163722359565994
35,100,100,0.1728538128157
35,1000,100,0.166055296128432
35,10000,100,0.165086259518686
35,100000,100,0.153450189992217
35,1000000,100,0.158843794350593
35,10,1000,0.156528025759587
35,100,1000,0.154531772192464
