5,4,0.0001,0.130612019106045
20,4,0.0001,0.0692918402539334
35,4,0.0001,0.136614132674083
50,4,0.0001,0.249700514276122
65,4,0.0001,0.25049500984297
80,4,0.0001,0.126017679195471
95,4,0.0001,0.0799149994658853
5,8,0.0001,0.0881346426772879
20,8,0.0001,0.206787262128218
35,8,0.0001,0.167210319095362
50,8,0.0001,0.223095881212898
65,8,0.0001,0.24962898106182
80,8,0.0001,0.375102054052404
95,8,0.0001,0.249904622380931
5,16,0.0001,0.170314860596072
20,16,0.0001,0.400039486334295
35,16,0.0001,0.250105869157167
50,16,0.0001,0.250487379633445
65,16,0.0001,0.374349524637947
80,16,0.0001,0.250666689557295
95,16,0.0001,0.249782539028522
5,32,0.0001,0.10165632773276
20,32,0.0001,0.171336354896305
35,32,0.0001,0.31361305681454
50,32,0.0001,0.312029788337988
65,32,0.0001,0.376004326328801
80,32,0.0001,0.437231035114224
95,32,0.0001,0.311737932823635
5,64,0.0001,0.163847304246975
20,64,0.0001,0.374484960857025
35,64,0.0001,0.236047208106335
50,64,0.0001,0.494209624746296
65,64,0.0001,0.500363388728654
80,64,0.0001,0.499975201819042
95,64,0.0001,0.499695745395169
5,128,0.0001,0.149833470677105
20,128,0.0001,0.27495078514856
35,128,0.0001,0.308140289032337
50,128,0.0001,0.479009293595202
65,128,0.0001,0.499509759037983
80,128,0.0001,0.500437783271529
95,128,0.0001,0.437574394542874
5,4,0.001,0.149773382777091
20,4,0.001,0.0921710235163058
35,4,0.001,0.0424401791573197
50,4,0.001,0.0645468037052297
65,4,0.001,0.283231470036167
80,4,0.001,0.250051503914297
95,4,0.001,0.0797690717087091
5,8,0.001,0.151724808863251
20,8,0.001,0.211995833905599
35,8,0.001,0.249769186161852
50,8,0.001,0.250002861328572
65,8,0.001,0.249873147766638
80,8,0.001,0.202910161913046
95,8,0.001,0.239275740511834
5,16,0.001,0.238588067878344
20,16,0.001,0.217066108135329
35,16,0.001,0.249396259671291
50,16,0.001,0.437083199804667
65,16,0.001,0.250643798928719
80,16,0.001,0.312209098261838
95,16,0.001,0.312330227838056
5,32,0.001,0.209683880419356
20,32,0.001,0.249484960857025
35,32,0.001,0.408296326817134
50,32,0.001,0.296785583482122
